date,state,cases_total,deaths_total,pop_2015
2020-01-26,Virgin Islands,0,0,NA
2020-01-26,Guam,0,0,NA
2020-01-26,West Virginia,0,0,1844128
2020-01-26,Northern Mariana Islands,0,0,NA
2020-01-27,Arizona,1,0,6828065
2020-01-27,California,2,0,39144818
2020-01-27,Illinois,1,0,12859995
2020-01-27,Washington,1,0,7170351
2020-01-27,Massachusetts,0,0,6794422
2020-01-27,Wisconsin,0,0,5771337
2020-01-27,Texas,0,0,27469114
2020-01-27,Nebraska,0,0,1896190
2020-01-27,Utah,0,0,2995919
2020-01-27,Oregon,0,0,4028977
2020-01-27,Florida,0,0,20271272
2020-01-27,New York,0,0,19795791
2020-01-27,Rhode Island,0,0,1056298
2020-01-27,Georgia,0,0,10214860
2020-01-27,New Hampshire,0,0,1330608
2020-01-27,North Carolina,0,0,10042802
2020-01-27,New Jersey,0,0,8958013
2020-01-27,Colorado,0,0,5456574
2020-01-27,Maryland,0,0,6006401
2020-01-27,Nevada,0,0,2890845
2020-01-27,Tennessee,0,0,6600299
2020-01-27,Hawaii,0,0,1431603
2020-01-27,Indiana,0,0,6619680
2020-01-27,Kentucky,0,0,4425092
2020-01-27,Minnesota,0,0,5489594
2020-01-27,Oklahoma,0,0,3911338
2020-01-27,Pennsylvania,0,0,12802503
2020-01-27,South Carolina,0,0,4896146
2020-01-27,District of Columbia,0,0,672228
2020-01-27,Kansas,0,0,2911641
2020-01-27,Missouri,0,0,6083672
2020-01-27,Vermont,0,0,626042
2020-01-27,Virginia,0,0,8382993
2020-01-27,Connecticut,0,0,3590886
2020-01-27,Iowa,0,0,3123899
2020-01-27,Louisiana,0,0,4670724
2020-01-27,Ohio,0,0,11613423
2020-01-27,Michigan,0,0,9922576
2020-01-27,South Dakota,0,0,858469
2020-01-27,Arkansas,0,0,2978204
2020-01-27,Delaware,0,0,945934
2020-01-27,Mississippi,0,0,2992333
2020-01-27,New Mexico,0,0,2085109
2020-01-27,North Dakota,0,0,756927
2020-01-27,Wyoming,0,0,586107
2020-01-27,Alaska,0,0,738432
2020-01-27,Maine,0,0,1329328
2020-01-27,Alabama,0,0,4858979
2020-01-27,Idaho,0,0,1654930
2020-01-27,Montana,0,0,1032949
2020-01-27,Puerto Rico,0,0,NA
2020-01-27,Virgin Islands,0,0,NA
2020-01-27,Guam,0,0,NA
2020-01-27,West Virginia,0,0,1844128
2020-01-27,Northern Mariana Islands,0,0,NA
2020-01-28,Arizona,1,0,6828065
2020-01-28,California,2,0,39144818
2020-01-28,Illinois,1,0,12859995
2020-01-28,Washington,1,0,7170351
2020-01-28,Massachusetts,0,0,6794422
2020-01-28,Wisconsin,0,0,5771337
2020-01-28,Texas,0,0,27469114
2020-01-28,Nebraska,0,0,1896190
2020-01-28,Utah,0,0,2995919
2020-01-28,Oregon,0,0,4028977
2020-01-28,Florida,0,0,20271272
2020-01-28,New York,0,0,19795791
2020-01-28,Rhode Island,0,0,1056298
2020-01-28,Georgia,0,0,10214860
2020-01-28,New Hampshire,0,0,1330608
2020-01-28,North Carolina,0,0,10042802
2020-01-28,New Jersey,0,0,8958013
2020-01-28,Colorado,0,0,5456574
2020-01-28,Maryland,0,0,6006401
2020-01-28,Nevada,0,0,2890845
2020-01-28,Tennessee,0,0,6600299
2020-01-28,Hawaii,0,0,1431603
2020-01-28,Indiana,0,0,6619680
2020-01-28,Kentucky,0,0,4425092
2020-01-28,Minnesota,0,0,5489594
2020-01-28,Oklahoma,0,0,3911338
2020-01-28,Pennsylvania,0,0,12802503
2020-01-28,South Carolina,0,0,4896146
2020-01-28,District of Columbia,0,0,672228
2020-01-28,Kansas,0,0,2911641
2020-01-28,Missouri,0,0,6083672
2020-01-28,Vermont,0,0,626042
2020-01-28,Virginia,0,0,8382993
2020-01-28,Connecticut,0,0,3590886
2020-01-28,Iowa,0,0,3123899
2020-01-28,Louisiana,0,0,4670724
2020-01-28,Ohio,0,0,11613423
2020-01-28,Michigan,0,0,9922576
2020-01-28,South Dakota,0,0,858469
2020-01-28,Arkansas,0,0,2978204
2020-01-28,Delaware,0,0,945934
2020-01-28,Mississippi,0,0,2992333
2020-01-28,New Mexico,0,0,2085109
2020-01-28,North Dakota,0,0,756927
2020-01-28,Wyoming,0,0,586107
2020-01-28,Alaska,0,0,738432
2020-01-28,Maine,0,0,1329328
2020-01-28,Alabama,0,0,4858979
2020-01-28,Idaho,0,0,1654930
2020-01-28,Montana,0,0,1032949
2020-01-28,Puerto Rico,0,0,NA
2020-01-28,Virgin Islands,0,0,NA
2020-01-28,Guam,0,0,NA
2020-01-28,West Virginia,0,0,1844128
2020-01-28,Northern Mariana Islands,0,0,NA
2020-01-29,Arizona,1,0,6828065
2020-01-29,California,2,0,39144818
2020-01-29,Illinois,1,0,12859995
2020-01-29,Washington,1,0,7170351
2020-01-29,Massachusetts,0,0,6794422
2020-01-29,Wisconsin,0,0,5771337
2020-01-29,Texas,0,0,27469114
2020-01-29,Nebraska,0,0,1896190
2020-01-29,Utah,0,0,2995919
2020-01-29,Oregon,0,0,4028977
2020-01-29,Florida,0,0,20271272
2020-01-29,New York,0,0,19795791
2020-01-29,Rhode Island,0,0,1056298
2020-01-29,Georgia,0,0,10214860
2020-01-29,New Hampshire,0,0,1330608
2020-01-29,North Carolina,0,0,10042802
2020-01-29,New Jersey,0,0,8958013
2020-01-29,Colorado,0,0,5456574
2020-01-29,Maryland,0,0,6006401
2020-01-29,Nevada,0,0,2890845
2020-01-29,Tennessee,0,0,6600299
2020-01-29,Hawaii,0,0,1431603
2020-01-29,Indiana,0,0,6619680
2020-01-29,Kentucky,0,0,4425092
2020-01-29,Minnesota,0,0,5489594
2020-01-29,Oklahoma,0,0,3911338
2020-01-29,Pennsylvania,0,0,12802503
2020-01-29,South Carolina,0,0,4896146
2020-01-29,District of Columbia,0,0,672228
2020-01-29,Kansas,0,0,2911641
2020-01-29,Missouri,0,0,6083672
2020-01-29,Vermont,0,0,626042
2020-01-29,Virginia,0,0,8382993
2020-01-29,Connecticut,0,0,3590886
2020-01-29,Iowa,0,0,3123899
2020-01-29,Louisiana,0,0,4670724
2020-01-29,Ohio,0,0,11613423
2020-01-29,Michigan,0,0,9922576
2020-01-29,South Dakota,0,0,858469
2020-01-29,Arkansas,0,0,2978204
2020-01-29,Delaware,0,0,945934
2020-01-29,Mississippi,0,0,2992333
2020-01-29,New Mexico,0,0,2085109
2020-01-29,North Dakota,0,0,756927
2020-01-29,Wyoming,0,0,586107
2020-01-29,Alaska,0,0,738432
2020-01-29,Maine,0,0,1329328
2020-01-29,Alabama,0,0,4858979
2020-01-29,Idaho,0,0,1654930
2020-01-29,Montana,0,0,1032949
2020-01-29,Puerto Rico,0,0,NA
2020-01-29,Virgin Islands,0,0,NA
2020-01-29,Guam,0,0,NA
2020-01-29,West Virginia,0,0,1844128
2020-01-29,Northern Mariana Islands,0,0,NA
2020-01-30,Arizona,1,0,6828065
2020-01-30,California,2,0,39144818
2020-01-30,Illinois,2,0,12859995
2020-01-30,Washington,1,0,7170351
2020-01-30,Massachusetts,0,0,6794422
2020-01-30,Wisconsin,0,0,5771337
2020-01-30,Texas,0,0,27469114
2020-01-30,Nebraska,0,0,1896190
2020-01-30,Utah,0,0,2995919
2020-01-30,Oregon,0,0,4028977
2020-01-30,Florida,0,0,20271272
2020-01-30,New York,0,0,19795791
2020-01-30,Rhode Island,0,0,1056298
2020-01-30,Georgia,0,0,10214860
2020-01-30,New Hampshire,0,0,1330608
2020-01-30,North Carolina,0,0,10042802
2020-01-30,New Jersey,0,0,8958013
2020-01-30,Colorado,0,0,5456574
2020-01-30,Maryland,0,0,6006401
2020-01-30,Nevada,0,0,2890845
2020-01-30,Tennessee,0,0,6600299
2020-01-30,Hawaii,0,0,1431603
2020-01-30,Indiana,0,0,6619680
2020-01-30,Kentucky,0,0,4425092
2020-01-30,Minnesota,0,0,5489594
2020-01-30,Oklahoma,0,0,3911338
2020-01-30,Pennsylvania,0,0,12802503
2020-01-30,South Carolina,0,0,4896146
2020-01-30,District of Columbia,0,0,672228
2020-01-30,Kansas,0,0,2911641
2020-01-30,Missouri,0,0,6083672
2020-01-30,Vermont,0,0,626042
2020-01-30,Virginia,0,0,8382993
2020-01-30,Connecticut,0,0,3590886
2020-01-30,Iowa,0,0,3123899
2020-01-30,Louisiana,0,0,4670724
2020-01-30,Ohio,0,0,11613423
2020-01-30,Michigan,0,0,9922576
2020-01-30,South Dakota,0,0,858469
2020-01-30,Arkansas,0,0,2978204
2020-01-30,Delaware,0,0,945934
2020-01-30,Mississippi,0,0,2992333
2020-01-30,New Mexico,0,0,2085109
2020-01-30,North Dakota,0,0,756927
2020-01-30,Wyoming,0,0,586107
2020-01-30,Alaska,0,0,738432
2020-01-30,Maine,0,0,1329328
2020-01-30,Alabama,0,0,4858979
2020-01-30,Idaho,0,0,1654930
2020-01-30,Montana,0,0,1032949
2020-01-30,Puerto Rico,0,0,NA
2020-01-30,Virgin Islands,0,0,NA
2020-01-30,Guam,0,0,NA
2020-01-30,West Virginia,0,0,1844128
2020-01-30,Northern Mariana Islands,0,0,NA
2020-01-31,Arizona,1,0,6828065
2020-01-31,California,3,0,39144818
2020-01-31,Illinois,2,0,12859995
2020-01-31,Washington,1,0,7170351
2020-01-31,Massachusetts,0,0,6794422
2020-01-31,Wisconsin,0,0,5771337
2020-01-31,Texas,0,0,27469114
2020-01-31,Nebraska,0,0,1896190
2020-01-31,Utah,0,0,2995919
2020-01-31,Oregon,0,0,4028977
2020-01-31,Florida,0,0,20271272
2020-01-31,New York,0,0,19795791
2020-01-31,Rhode Island,0,0,1056298
2020-01-31,Georgia,0,0,10214860
2020-01-31,New Hampshire,0,0,1330608
2020-01-31,North Carolina,0,0,10042802
2020-01-31,New Jersey,0,0,8958013
2020-01-31,Colorado,0,0,5456574
2020-01-31,Maryland,0,0,6006401
2020-01-31,Nevada,0,0,2890845
2020-01-31,Tennessee,0,0,6600299
2020-01-31,Hawaii,0,0,1431603
2020-01-31,Indiana,0,0,6619680
2020-01-31,Kentucky,0,0,4425092
2020-01-31,Minnesota,0,0,5489594
2020-01-31,Oklahoma,0,0,3911338
2020-01-31,Pennsylvania,0,0,12802503
2020-01-31,South Carolina,0,0,4896146
2020-01-31,District of Columbia,0,0,672228
2020-01-31,Kansas,0,0,2911641
2020-01-31,Missouri,0,0,6083672
2020-01-31,Vermont,0,0,626042
2020-01-31,Virginia,0,0,8382993
2020-01-31,Connecticut,0,0,3590886
2020-01-31,Iowa,0,0,3123899
2020-01-31,Louisiana,0,0,4670724
2020-01-31,Ohio,0,0,11613423
2020-01-31,Michigan,0,0,9922576
2020-01-31,South Dakota,0,0,858469
2020-01-31,Arkansas,0,0,2978204
2020-01-31,Delaware,0,0,945934
2020-01-31,Mississippi,0,0,2992333
2020-01-31,New Mexico,0,0,2085109
2020-01-31,North Dakota,0,0,756927
2020-01-31,Wyoming,0,0,586107
2020-01-31,Alaska,0,0,738432
2020-01-31,Maine,0,0,1329328
2020-01-31,Alabama,0,0,4858979
2020-01-31,Idaho,0,0,1654930
2020-01-31,Montana,0,0,1032949
2020-01-31,Puerto Rico,0,0,NA
2020-01-31,Virgin Islands,0,0,NA
2020-01-31,Guam,0,0,NA
2020-01-31,West Virginia,0,0,1844128
2020-01-31,Northern Mariana Islands,0,0,NA
2020-02-01,Arizona,1,0,6828065
2020-02-01,California,3,0,39144818
2020-02-01,Illinois,2,0,12859995
2020-02-01,Massachusetts,1,0,6794422
2020-02-01,Washington,1,0,7170351
2020-02-01,Wisconsin,0,0,5771337
2020-02-01,Texas,0,0,27469114
2020-02-01,Nebraska,0,0,1896190
2020-02-01,Utah,0,0,2995919
2020-02-01,Oregon,0,0,4028977
2020-02-01,Florida,0,0,20271272
2020-02-01,New York,0,0,19795791
2020-02-01,Rhode Island,0,0,1056298
2020-02-01,Georgia,0,0,10214860
2020-02-01,New Hampshire,0,0,1330608
2020-02-01,North Carolina,0,0,10042802
2020-02-01,New Jersey,0,0,8958013
2020-02-01,Colorado,0,0,5456574
2020-02-01,Maryland,0,0,6006401
2020-02-01,Nevada,0,0,2890845
2020-02-01,Tennessee,0,0,6600299
2020-02-01,Hawaii,0,0,1431603
2020-02-01,Indiana,0,0,6619680
2020-02-01,Kentucky,0,0,4425092
2020-02-01,Minnesota,0,0,5489594
2020-02-01,Oklahoma,0,0,3911338
2020-02-01,Pennsylvania,0,0,12802503
2020-02-01,South Carolina,0,0,4896146
2020-02-01,District of Columbia,0,0,672228
2020-02-01,Kansas,0,0,2911641
2020-02-01,Missouri,0,0,6083672
2020-02-01,Vermont,0,0,626042
2020-02-01,Virginia,0,0,8382993
2020-02-01,Connecticut,0,0,3590886
2020-02-01,Iowa,0,0,3123899
2020-02-01,Louisiana,0,0,4670724
2020-02-01,Ohio,0,0,11613423
2020-02-01,Michigan,0,0,9922576
2020-02-01,South Dakota,0,0,858469
2020-02-01,Arkansas,0,0,2978204
2020-02-01,Delaware,0,0,945934
2020-02-01,Mississippi,0,0,2992333
2020-02-01,New Mexico,0,0,2085109
2020-02-01,North Dakota,0,0,756927
2020-02-01,Wyoming,0,0,586107
2020-02-01,Alaska,0,0,738432
2020-02-01,Maine,0,0,1329328
2020-02-01,Alabama,0,0,4858979
2020-02-01,Idaho,0,0,1654930
2020-02-01,Montana,0,0,1032949
2020-02-01,Puerto Rico,0,0,NA
2020-02-01,Virgin Islands,0,0,NA
2020-02-01,Guam,0,0,NA
2020-02-01,West Virginia,0,0,1844128
2020-02-01,Northern Mariana Islands,0,0,NA
2020-02-02,Arizona,1,0,6828065
2020-02-02,California,6,0,39144818
2020-02-02,Illinois,2,0,12859995
2020-02-02,Massachusetts,1,0,6794422
2020-02-02,Washington,1,0,7170351
2020-02-02,Wisconsin,0,0,5771337
2020-02-02,Texas,0,0,27469114
2020-02-02,Nebraska,0,0,1896190
2020-02-02,Utah,0,0,2995919
2020-02-02,Oregon,0,0,4028977
2020-02-02,Florida,0,0,20271272
2020-02-02,New York,0,0,19795791
2020-02-02,Rhode Island,0,0,1056298
2020-02-02,Georgia,0,0,10214860
2020-02-02,New Hampshire,0,0,1330608
2020-02-02,North Carolina,0,0,10042802
2020-02-02,New Jersey,0,0,8958013
2020-02-02,Colorado,0,0,5456574
2020-02-02,Maryland,0,0,6006401
2020-02-02,Nevada,0,0,2890845
2020-02-02,Tennessee,0,0,6600299
2020-02-02,Hawaii,0,0,1431603
2020-02-02,Indiana,0,0,6619680
2020-02-02,Kentucky,0,0,4425092
2020-02-02,Minnesota,0,0,5489594
